# The following table is formatted as tab separated values. 
#GeneId	GeneName	BioType
ENSG00000224407	RP5-956O18.3.1	antisense
ENSG00000224409	RP11-114B7.6.1	antisense
ENSG00000224436	RP11-284L19.1.1	pseudogene
ENSG00000224445	RP11-413P11.1.1	lincRNA
ENSG00000224459	RP11-169K16.4.1	antisense
ENSG00000224462	C4BPAP1	pseudogene
ENSG00000224466	RP4-651E10.3.1	pseudogene
ENSG00000224468	RP11-181K3.4.1	processed_transcript
ENSG00000224481	RP11-495P10.3.1	lincRNA
ENSG00000224493	RP11-87O11.1.1	pseudogene
ENSG00000224494	RP11-159J16.1.1	pseudogene
ENSG00000224515	RP11-5K23.5.1	antisense
ENSG00000224520	KRT8P45	pseudogene
ENSG00000224521	RP11-438F14.3.1	antisense
ENSG00000224525	RP11-561I11.2.1	antisense
ENSG00000224535	RP11-61J19.2.1	lincRNA
ENSG00000224536	RP11-134G8.7.1	processed_transcript
ENSG00000224540	RP11-385M4.3.1	pseudogene
ENSG00000224550	RP11-270C12.3.1	pseudogene
ENSG00000224566	RP5-881P19.6.1	pseudogene
ENSG00000224570	RP11-430H12.2.1	pseudogene
ENSG00000224581	XX-FW84067D5.2.1	pseudogene
ENSG00000224584	RP11-365D23.2.1	pseudogene
ENSG00000224592	RP5-884C9.2.1	antisense
ENSG00000224600	RP4-612B18.1.1	pseudogene
ENSG00000224609	RP11-470E16.1.1	processed_transcript
ENSG00000224613	RP11-153F1.1.1	antisense
ENSG00000224616	RP11-305E17.6.1	antisense
ENSG00000224620	MEF2AP1	pseudogene
ENSG00000224621	RP11-276H7.3.1	antisense
ENSG00000224625	RP11-323D18.4.1	pseudogene
ENSG00000224645	RP11-126K1.8.1	antisense
ENSG00000224668	IPO8P1	pseudogene
ENSG00000224671	RP11-335O13.8.1	antisense
ENSG00000224678	GAPDHP46	pseudogene
ENSG00000224680	PLA2G12AP1	pseudogene
ENSG00000224685	RP11-84O12.3.1	pseudogene
ENSG00000224687	RP11-21M7.1.1	processed_transcript
ENSG00000224690	UBE2D3P3	pseudogene
ENSG00000224691	GS1-174L6.4.1	antisense
ENSG00000224698	RP11-131J3.1.1	processed_transcript
ENSG00000224699	RP11-225L12.2.1	antisense
ENSG00000224702	RP11-38C18.2.1	antisense
ENSG00000224717	RP11-576D8.4.1	processed_transcript
ENSG00000224718	RP11-222A5.1.1	lincRNA
ENSG00000224727	RP11-156F12.1.1	pseudogene
ENSG00000224751	SHMT1P1	pseudogene
ENSG00000224763	FDPSP8	pseudogene
ENSG00000224783	MIPEPP2	pseudogene
ENSG00000224784	AL591704.7.1	pseudogene
ENSG00000224800	RP11-235D19.2.1	pseudogene
ENSG00000224805	RP1-18D14.4.1	antisense
ENSG00000224810	RP11-538D16.2.1	lincRNA
ENSG00000224813	RP4-669L17.4.1	pseudogene
ENSG00000224818	RP11-134G8.8.1	lincRNA
ENSG00000224830	RP11-438H8.9.1	pseudogene
ENSG00000224834	BTF3P9	pseudogene
ENSG00000224837	RP4-702J19.1.1	pseudogene
ENSG00000224857	AL592494.1.1	lincRNA
ENSG00000224863	RP5-1109J22.2.1	processed_transcript
ENSG00000224867	AC096644.1	protein_coding
ENSG00000224870	RP4-758J18.2.1	processed_transcript
ENSG00000224896	SIGLEC30P	pseudogene
ENSG00000224900	RP11-421E17.3.1	sense_intronic
ENSG00000224901	RP11-448G4.4.1	antisense
ENSG00000224904	RP5-934G17.6.1	pseudogene
ENSG00000224927	RP4-735C1.5.1	pseudogene
ENSG00000224939	LINC00184	lincRNA
ENSG00000224943	RP11-180D21.3.1	lincRNA
ENSG00000224950	RP5-1086K13.1.1	processed_transcript
ENSG00000224956	RP11-206L10.1.1	pseudogene
ENSG00000224965	KCNC4-AS1	antisense
ENSG00000224966	TBC1D3P6	pseudogene
ENSG00000224968	RP1-35C21.1.1	lincRNA
ENSG00000224969	RP11-54O7.11.1	antisense
ENSG00000224977	RP11-160H22.3.1	lincRNA
ENSG00000224980	RP11-377K22.3.1	pseudogene
ENSG00000224985	RP11-297K8.2.1	antisense
ENSG00000224986	PPP1R8P1	pseudogene
ENSG00000225006	RP11-669M2.1.1	lincRNA
ENSG00000225010	BX004987.1.1	pseudogene
ENSG00000225011	RP11-810H18.1.1	pseudogene
ENSG00000225015	SNX18P15	pseudogene
ENSG00000225028	RP11-330M19.1.1	lincRNA
ENSG00000225030	RP4-784A16.3.1	sense_intronic
ENSG00000225036	RP11-414B7.1.1	pseudogene
ENSG00000225063	RP11-383G10.5.1	antisense
ENSG00000225075	RP11-426L16.3.1	antisense
ENSG00000225077	LINC00337	antisense
ENSG00000225079	FTH1P22	pseudogene
ENSG00000225080	XXyac-YX155B6.3.1	pseudogene
ENSG00000225082	DAP3P1	pseudogene
ENSG00000225087	RP4-660H19.1.1	lincRNA
ENSG00000225099	ATP6V1E1P1	pseudogene
ENSG00000225113	RP5-1160K1.3.1	antisense
ENSG00000225122	RP11-408E1.1.1	pseudogene
ENSG00000225126	RP4-549F15.1.1	antisense
ENSG00000225142	RP11-490K7.1.1	pseudogene
ENSG00000225154	RP11-184J23.2.1	pseudogene
ENSG00000225158	RP11-340B24.3.1	pseudogene
ENSG00000225159	RP11-40H20.2.1	pseudogene
ENSG00000225167	RP4-694A7.3.1	pseudogene
ENSG00000225169	BRI3P1	pseudogene
ENSG00000225171	DUTP6	pseudogene
ENSG00000225172	RP11-16L9.2.1	lincRNA
ENSG00000225183	RP4-758J24.4.1	pseudogene
ENSG00000225191	RP11-97C18.1.1	pseudogene
ENSG00000225196	RP5-1118D24.2.1	pseudogene
ENSG00000225206	MIR2682	pseudogene
ENSG00000225217	HSPA7	pseudogene
ENSG00000225222	RP11-36N20.2.1	pseudogene
ENSG00000225233	RP11-554K11.2.1	lincRNA
ENSG00000225241	NBPF8	lincRNA
ENSG00000225242	COX6B1P7	pseudogene
ENSG00000225243	RP1-127D3.4.1	antisense
ENSG00000225265	RP11-378J18.3.1	antisense
ENSG00000225272	RP11-466F5.4.1	pseudogene
ENSG00000225278	BX571672.5.1	processed_transcript
ENSG00000225279	RP11-536C5.2.1	antisense
ENSG00000225285	RP4-758J18.10.1	lincRNA
ENSG00000225294	OSTCP2	pseudogene
ENSG00000225297	RP4-612C19.2.1	pseudogene
ENSG00000225300	RP11-439E19.1.1	sense_intronic
ENSG00000225306	RP5-983H21.3.1	antisense
ENSG00000225313	RP11-415J8.3.1	antisense
ENSG00000225315	RP11-293P20.2.1	antisense
ENSG00000225325	RP11-479J7.1.1	lincRNA
ENSG00000225333	RP1-144F13.4.1	pseudogene
ENSG00000225334	RP11-449J1.1.1	antisense
ENSG00000225338	RP11-384C4.3.1	pseudogene
ENSG00000225359	RP11-540K16.2.1	lincRNA
ENSG00000225375	RP11-231P20.3.1	antisense
ENSG00000225387	RP11-422P22.1.1	lincRNA
ENSG00000225401	TGIF2P1	pseudogene
ENSG00000225446	RP4-665J23.2.1	lincRNA
ENSG00000225447	RPS15AP10	pseudogene
ENSG00000225462	FDPSP1	pseudogene
ENSG00000225475	RP11-377K22.2.1	pseudogene
ENSG00000225478	RP1-8B22.2.1	pseudogene
ENSG00000225483	RP11-38J22.2.1	pseudogene
ENSG00000225486	RP11-301G21.1.1	pseudogene
ENSG00000225487	RP11-403P14.1.1	pseudogene
ENSG00000225492	GBP1P1	pseudogene
ENSG00000225495	RP11-17E13.3.1	processed_transcript
ENSG00000225505	RP11-330C7.3.1	pseudogene
ENSG00000225506	RP1-18D14.3.1	lincRNA
ENSG00000225514	MTND1P34	pseudogene
ENSG00000225518	RP11-396C23.2.1	processed_transcript
ENSG00000225522	RP11-203F10.1.1	pseudogene
ENSG00000225545	RP11-545I10.2.1	lincRNA
ENSG00000225554	RP11-527D7.1.1	lincRNA
ENSG00000225556	C2CD4D	protein_coding
ENSG00000225561	RP11-412H9.2.1	lincRNA
ENSG00000225568	RP11-384B12.3.1	pseudogene
ENSG00000225591	RP11-360D2.2.1	pseudogene
ENSG00000225598	RP11-339D23.1.1	lincRNA
ENSG00000225602	MTOR-AS1	antisense
ENSG00000225603	RP11-325P15.1.1	pseudogene
ENSG00000225605	RP11-550H2.1.1	lincRNA
ENSG00000225616	RP4-604A21.1.1	pseudogene
ENSG00000225620	RP11-569A11.2.1	lincRNA
ENSG00000225623	AGBL4-IT1	sense_intronic
ENSG00000225627	RP1-39G22.5.1	antisense
ENSG00000225630	MTND2P28	pseudogene
ENSG00000225632	RP5-997D24.3.1	antisense
ENSG00000225643	RP11-70P17.1.1	lincRNA
ENSG00000225650	EIF2S2P5	pseudogene
ENSG00000225656	RP5-858B6.1.1	lincRNA
ENSG00000225667	LINC00505	lincRNA
ENSG00000225670	CTA-134P22.2.1	antisense
ENSG00000225671	RP11-183G22.3.1	pseudogene
ENSG00000225672	CCNT2P1	pseudogene
ENSG00000225675	RP4-784A16.5.1	processed_transcript
ENSG00000225704	RP4-798A17.5.1	pseudogene
ENSG00000225710	RP5-875O13.6.1	pseudogene
ENSG00000225711	RP11-345I18.4.1	pseudogene
ENSG00000225712	ATP5G2P1	pseudogene
ENSG00000225713	RP11-160H22.4.1	pseudogene
ENSG00000225719	RP11-541J2.1.1	pseudogene
ENSG00000225721	RP11-269F19.2.1	antisense
ENSG00000225723	MTND6P15	pseudogene
ENSG00000225750	RP11-242O24.3.1	lincRNA
ENSG00000225755	RP11-267N12.2.1	pseudogene
ENSG00000225762	RP11-511I2.2.1	antisense
ENSG00000225767	RP5-850O15.3.1	antisense
ENSG00000225771	RP4-537K17.2.1	antisense
ENSG00000225779	RP4-603I14.3.1	pseudogene
ENSG00000225782	RP11-322F10.2.1	antisense
ENSG00000225786	AL590639.1	pseudogene
ENSG00000225811	RP11-547I7.1.1	antisense
ENSG00000225820	ERRFI1-IT1	sense_intronic
ENSG00000225826	RP1-10C16.2.1	lincRNA
ENSG00000225828	RP4-811H24.6.1	protein_coding
ENSG00000225854	RP11-569G9.7.1	pseudogene
ENSG00000225855	RUSC1-AS1	antisense
ENSG00000225857	RP11-46A10.2.1	lincRNA
ENSG00000225871	RP11-495P10.10.1	pseudogene
ENSG00000225880	LINC00115	lincRNA
ENSG00000225886	RP11-288L9.4.1	antisense
ENSG00000225891	RP3-476K8.3.1	antisense
ENSG00000225903	RP1-144F13.3.1	antisense
ENSG00000225904	MORF4L1P7	pseudogene
ENSG00000225905	RP4-758J18.7.1	antisense
ENSG00000225919	RP11-66A2.1.1	lincRNA
ENSG00000225920	RIMKLBP2	pseudogene
ENSG00000225923	RP4-736I12.1.1	pseudogene
ENSG00000225931	RP3-395M20.7.1	antisense
ENSG00000225934	RP4-566D2.1.1	pseudogene
ENSG00000225938	RP4-575N6.4.1	antisense
ENSG00000225952	RP11-69E9.1.1	antisense
ENSG00000225972	MTND1P23	pseudogene
ENSG00000225982	RP11-538D16.3.1	lincRNA
ENSG00000225984	HMGB1P26	pseudogene
ENSG00000225986	RP3-340N1.5.1	antisense
ENSG00000225990	SNRPEP7	pseudogene
ENSG00000225996	AL356356.1	protein_coding
ENSG00000226003	RP11-312J18.3.1	pseudogene
ENSG00000226013	MRPS18BP1	pseudogene
ENSG00000226014	RP11-467I20.4.1	pseudogene
ENSG00000226015	CCT8P1	pseudogene
ENSG00000226026	RP11-57H12.3.1	antisense
ENSG00000226028	PFN1P12	pseudogene
ENSG00000226029	RP4-798A10.2.1	lincRNA
ENSG00000226036	RP11-338C15.2.1	pseudogene
ENSG00000226053	RP5-1070A16.1.1	processed_transcript
ENSG00000226067	RP11-403I13.7.1	processed_transcript
ENSG00000226084	RP4-706A16.3.1	pseudogene
ENSG00000226088	RP11-180O5.2.1	antisense
ENSG00000226126	PSMC1P12	pseudogene
ENSG00000226128	RPL26P9	pseudogene
ENSG00000226133	RP4-683M8.2.1	lincRNA
ENSG00000226135	LYST-IT1	sense_intronic
ENSG00000226147	RP11-334A14.3.1	pseudogene
ENSG00000226148	RP11-480I12.1.1	pseudogene
ENSG00000226164	FGFR3P6	pseudogene
ENSG00000226166	RP11-474O21.2.1	pseudogene
ENSG00000226167	RP5-1073O3.5.1	processed_transcript
ENSG00000226172	RP4-712E4.1.1	lincRNA
ENSG00000226191	RP11-438H8.8.1	pseudogene
ENSG00000226196	RP11-373J16.2.1	pseudogene
ENSG00000226202	RP11-328D5.1.1	lincRNA
ENSG00000226208	RP11-99H8.1.1	lincRNA
ENSG00000226211	RP11-453O22.1.1	pseudogene
ENSG00000226226	RP11-410C4.3.1	pseudogene
ENSG00000226235	RP11-576D8.2.1	antisense
ENSG00000226251	RP11-15I11.3.1	lincRNA
ENSG00000226252	RP1-18D14.7.1	antisense
ENSG00000226286	RP1-163G9.2.1	antisense
ENSG00000226289	RP11-57I17.3.1	pseudogene
ENSG00000226292	RP11-7G12.1.1	pseudogene
ENSG00000226324	RP11-115M14.1.1	pseudogene
ENSG00000226330	RP11-739N20.2.1	processed_transcript
ENSG00000226335	XXyac-YX155B6.6.1	lincRNA
ENSG00000226349	RP11-145A3.2.1	sense_intronic
ENSG00000226374	RP13-614K11.2.1	lincRNA
ENSG00000226375	RP3-395P12.2.1	lincRNA
ENSG00000226394	RP11-413E1.2.1	pseudogene
ENSG00000226396	RP5-1056L3.3.1	pseudogene
ENSG00000226415	TPI1P1	pseudogene
ENSG00000226419	RP11-31F15.1.1	processed_transcript
ENSG00000226438	RP11-420K8.1.1	antisense
ENSG00000226443	GAPDHP32	pseudogene
ENSG00000226446	RP5-1042I8.6.1	pseudogene
ENSG00000226457	RP11-430L17.1.1	pseudogene
ENSG00000226476	RP11-776H12.1.1	lincRNA
ENSG00000226483	RP5-964H19.2.1	pseudogene
ENSG00000226486	RP11-373J16.1.1	lincRNA
ENSG00000226487	RP4-749H3.2.1	lincRNA
ENSG00000226498	RP11-182B22.2.1	pseudogene
ENSG00000226499	RP5-882O7.1.1	pseudogene
ENSG00000226500	RP11-196G18.1.1	pseudogene
ENSG00000226520	KIRREL-IT1	sense_intronic
ENSG00000226526	RP1-37C10.3.1	antisense
ENSG00000226545	RP4-633I8.3.1	pseudogene
ENSG00000226552	RP5-1092L12.2.1	pseudogene
ENSG00000226565	RP11-164O23.5.1	pseudogene
ENSG00000226570	RP11-505O17.1.1	pseudogene
ENSG00000226585	RP4-765C7.1.1	antisense
ENSG00000226601	RP11-239E10.3.1	lincRNA
ENSG00000226628	RP1-283E3.4.1	pseudogene
ENSG00000226637	BX284650.3.1	processed_transcript
ENSG00000226640	RP11-21J7.1.1	lincRNA
ENSG00000226643	RP11-358H9.1.1	lincRNA
ENSG00000226653	OR13Z1P	pseudogene
ENSG00000226662	CHMP1AP1	pseudogene
ENSG00000226663	MTND4P10	pseudogene
ENSG00000226664	RP4-745E8.2.1	antisense
ENSG00000226675	RP11-666A1.3.1	pseudogene
ENSG00000226693	RP11-412H9.1.1	pseudogene
ENSG00000226698	RP1-50O24.6.1	antisense
ENSG00000226715	RP11-411H5.1.1	lincRNA
ENSG00000226716	AL589986.2.1	antisense
ENSG00000226723	RP11-142L4.3.1	pseudogene
ENSG00000226745	RP11-115D7.3.1	pseudogene
ENSG00000226750	RP11-513D4.3.1	pseudogene
ENSG00000226754	RP5-1024G6.5.1	processed_transcript
ENSG00000226755	RP4-675C20.2.1	pseudogene
ENSG00000226758	DISC1-IT1	sense_intronic
ENSG00000226759	RP4-737A23.2.1	lincRNA
ENSG00000226766	FABP7P1	pseudogene
ENSG00000226773	RP4-775D17.1.1	pseudogene
ENSG00000226780	RP11-38J22.3.1	antisense
ENSG00000226804	RP4-675G8.3.1	pseudogene
ENSG00000226814	RP3-419C19.2.1	pseudogene
ENSG00000226822	RP11-356N1.2.1	lincRNA
ENSG00000226828	RP11-278H7.1.1	processed_transcript
ENSG00000226835	RP11-148B18.3.1	lincRNA
ENSG00000226843	RP11-2P2.1.1	pseudogene
ENSG00000226849	RP4-635E18.7.1	antisense
ENSG00000226852	RP1-212P9.2.1	lincRNA
ENSG00000226855	RP11-350G8.3.1	pseudogene
ENSG00000226862	RP11-569A11.1.1	antisense
ENSG00000226868	RP11-122M14.3.1	lincRNA
ENSG00000226876	RP11-36N20.1.1	antisense
ENSG00000226883	RP4-782L23.2.1	antisense
ENSG00000226889	RP11-474I16.8.1	antisense
ENSG00000226891	RP11-182I10.3.1	processed_transcript
ENSG00000226897	BX004987.6.1	lincRNA
ENSG00000226919	RP11-80B9.1.1	antisense
ENSG00000226920	RP5-1068B5.3.1	lincRNA
ENSG00000226927	RP11-302I18.3.1	lincRNA
ENSG00000226938	RP11-117D22.1.1	lincRNA
ENSG00000226944	RP1-120G22.11.1	antisense
ENSG00000226945	RP11-564A8.4.1	pseudogene
ENSG00000226947	RP1-52J10.9.1	pseudogene
ENSG00000226949	OR6K5P	pseudogene
ENSG00000226952	RP4-714D9.4.1	pseudogene
ENSG00000226957	RP4-533D7.4.1	antisense
ENSG00000226960	RP5-837O21.1.1	pseudogene
ENSG00000226967	RP11-576I22.1.1	pseudogene
ENSG00000226969	RP11-547D24.3.1	antisense
ENSG00000226970	RP11-82H13.2.1	pseudogene
ENSG00000226973	RP4-663N10.2.1	pseudogene
ENSG00000226984	RP4-591B8.2.1	pseudogene
ENSG00000226986	RP11-543B16.2.1	pseudogene
ENSG00000227000	HSPD1P14	pseudogene
ENSG00000227001	NBPF2P	pseudogene
ENSG00000227002	SNRPEP10	pseudogene
ENSG00000227006	RP5-956O18.2.1	antisense
ENSG00000227010	RP11-336K24.6.1	processed_transcript
ENSG00000227016	RP11-262K1.1.1	lincRNA
ENSG00000227034	RP11-234N17.1.1	pseudogene
ENSG00000227043	RP11-286M16.1.1	lincRNA
ENSG00000227045	RP11-98D18.1.1	antisense
ENSG00000227048	RP11-134G8.2.1	pseudogene
ENSG00000227050	RP11-460I13.2.1	antisense
ENSG00000227056	RP11-418J17.2.1	pseudogene
ENSG00000227062	RP11-115A15.4.1	pseudogene
ENSG00000227066	RP3-340N1.2.1	antisense
ENSG00000227070	RP11-191G24.1.1	processed_transcript
ENSG00000227082	AL592494.5.1	processed_transcript
ENSG00000227091	RP5-1028L10.1.1	antisense
ENSG00000227094	RP11-565P22.2.1	antisense
ENSG00000227102	RP11-438F14.1.1	pseudogene
ENSG00000227104	RP11-90C4.4.1	pseudogene
ENSG00000227109	RP11-510N19.4.1	pseudogene
ENSG00000227126	NEGR1-AS1	antisense
ENSG00000227135	RP11-978I15.9.1	antisense
ENSG00000227139	RP11-533N14.3.1	lincRNA
ENSG00000227141	RP11-545A16.3.1	pseudogene
ENSG00000227152	RP11-407H12.4.1	pseudogene
ENSG00000227163	RP5-1198O20.5.1	pseudogene
ENSG00000227169	RP1-37J18.1.1	lincRNA
ENSG00000227177	RP3-471M13.1.1	pseudogene
ENSG00000227179	PGCP1	pseudogene
ENSG00000227181	RP11-317P15.3.1	lincRNA
ENSG00000227185	RP11-544D21.1.1	lincRNA
ENSG00000227193	RP11-439A17.4.1	lincRNA
ENSG00000227205	RP5-1042I8.3.1	pseudogene
ENSG00000227207	RP11-292O17.1.1	pseudogene
ENSG00000227212	PFN1P7	pseudogene
ENSG00000227216	PFN1P5	pseudogene
ENSG00000227217	RP11-367J7.3.1	antisense
ENSG00000227230	RP11-261C10.5.1	antisense
ENSG00000227232	WASH7P	pseudogene
ENSG00000227236	RP11-365D9.1.1	pseudogene
ENSG00000227237	AL672294.1.1	antisense
ENSG00000227239	AL121985.1	pseudogene
ENSG00000227240	RP11-563D10.1.1	processed_transcript
ENSG00000227242	RP11-325P15.3.1	pseudogene
ENSG00000227243	SLAMF6P1	pseudogene
ENSG00000227278	RP11-656D10.5.1	antisense
ENSG00000227280	RP11-458D21.2.1	antisense
ENSG00000227288	RP5-837I24.1.1	pseudogene
ENSG00000227290	RP4-544H6.2.1	lincRNA
ENSG00000227295	ELL2P1	pseudogene
ENSG00000227311	RP1-228H13.1.1	pseudogene
ENSG00000227312	RP11-496D1.2.1	pseudogene
ENSG00000227372	TP73-AS1	processed_transcript
ENSG00000227373	RP11-160H22.5.1	lincRNA
ENSG00000227408	AMYP1	pseudogene
ENSG00000227409	ZMYM4-AS1	antisense
ENSG00000227415	RP1-91G5.3.1	processed_transcript
ENSG00000227416	RP11-109P14.2.1	pseudogene
ENSG00000227417	RP11-397P13.6.1	pseudogene
ENSG00000227421	RP11-476B1.1.1	lincRNA
ENSG00000227425	RP11-120D12.2.1	pseudogene
ENSG00000227445	OR10R1P	pseudogene
ENSG00000227453	RP5-866L20.3.1	pseudogene
ENSG00000227466	RP11-397C12.1.1	antisense
ENSG00000227485	RP11-5P4.2.1	lincRNA
ENSG00000227496	RP11-145A3.1.1	antisense
ENSG00000227527	RP11-223A3.1.1	processed_transcript
ENSG00000227533	RP5-848E13.3.1	processed_transcript
ENSG00000227538	RP1-21K4.1.1	pseudogene
ENSG00000227552	AL583842.1.1	lincRNA
ENSG00000227554	RP11-444D13.1.1	antisense
ENSG00000227556	RP11-472F19.1.1	pseudogene
ENSG00000227579	RP1-35C21.2.1	lincRNA
ENSG00000227585	RP11-103C3.2.1	pseudogene
ENSG00000227589	RP5-1092A11.5.1	antisense
ENSG00000227591	RP1-28O10.1.1	antisense
ENSG00000227612	RP5-1177E19.2.1	antisense
ENSG00000227613	RP11-149J18.1.1	pseudogene
ENSG00000227621	PHBP11	pseudogene
ENSG00000227625	RP11-520H14.1.1	pseudogene
ENSG00000227630	RP4-781K5.8.1	processed_transcript
ENSG00000227634	RP11-431K24.3.1	lincRNA
ENSG00000227637	RP11-242O24.5.1	antisense
ENSG00000227644	HIGD1AP11	pseudogene
ENSG00000227667	RP11-331H2.3.1	pseudogene
ENSG00000227671	RP11-488L18.4.1	pseudogene
ENSG00000227673	RP11-243J18.2.1	antisense
ENSG00000227684	RP1-163M9.5.1	pseudogene
ENSG00000227687	RP4-681L3.2.1	antisense
ENSG00000227700	RP11-301M17.1.1	pseudogene
ENSG00000227711	RP11-275O4.3.1	lincRNA
ENSG00000227712	RP11-418J17.3.1	lincRNA
ENSG00000227722	RP5-1059H15.1.1	pseudogene
ENSG00000227728	RP11-690C23.4.1	pseudogene
ENSG00000227733	RP4-565E6.1.1	sense_intronic
ENSG00000227735	RP11-523K4.2.1	pseudogene
ENSG00000227740	RP11-318C24.2.1	lincRNA
ENSG00000227741	RP11-536C5.7.1	processed_transcript
ENSG00000227742	CALR4P	pseudogene
ENSG00000227747	RP11-16L9.1.1	pseudogene
ENSG00000227751	RP1-20B21.4.1	antisense
ENSG00000227764	RP11-354K1.1.1	processed_transcript
ENSG00000227773	ASH1L-IT1	sense_intronic
ENSG00000227775	RP1-283E3.3.1	processed_transcript
ENSG00000227776	AKR1D1P1	pseudogene
ENSG00000227777	RP4-738P11.3.1	pseudogene
ENSG00000227778	XXyac-YX155B6.2.1	pseudogene
ENSG00000227787	RP11-266I14.3.1	processed_transcript
ENSG00000227811	RP4-773A18.4.1	processed_transcript
ENSG00000227815	RP11-195C7.3.1	pseudogene
ENSG00000227818	RP11-227F8.2.1	lincRNA
ENSG00000227832	ST13P21	pseudogene
ENSG00000227839	AL645730.2	protein_coding
ENSG00000227850	SEPT2P1	pseudogene
ENSG00000227854	RP11-307O1.1.1	pseudogene
ENSG00000227857	RP4-533D7.5.1	antisense
ENSG00000227860	MTND5P18	pseudogene
ENSG00000227868	RP4-805N21.1.1	protein_coding
ENSG00000227875	RP11-426M1.2.1	pseudogene
ENSG00000227883	ATP6V0E1P4	pseudogene
ENSG00000227887	RP11-459K23.1.1	pseudogene
ENSG00000227907	RP11-102C16.3.1	antisense
ENSG00000227925	RP11-191N8.2.1	lincRNA
ENSG00000227934	RP11-423F24.3.1	pseudogene
ENSG00000227935	RP6-102O10.1.1	lincRNA
ENSG00000227937	MTND2P30	pseudogene
ENSG00000227940	RP11-372M18.1.1	lincRNA
ENSG00000227941	UQCRBP2	pseudogene
ENSG00000227947	RP11-543D5.1.1	lincRNA
ENSG00000227950	RP11-312B8.2.1	pseudogene
ENSG00000227953	RP11-439E19.3.1	processed_transcript
ENSG00000227959	RP11-276H7.2.1	antisense
ENSG00000227960	RP5-837I24.6.1	sense_intronic
ENSG00000227962	RP11-382D8.3.1	pseudogene
ENSG00000227963	RP5-1074L1.1.1	processed_transcript
ENSG00000227970	NR1H5P	pseudogene
ENSG00000227994	RP5-891H21.1.1	pseudogene
ENSG00000228012	RP11-393M18.1.1	pseudogene
ENSG00000228013	RP11-350G8.5.1	processed_transcript
ENSG00000228020	RP11-309H21.1.1	pseudogene
ENSG00000228035	RP4-663N10.1.1	antisense
ENSG00000228037	RP3-395M20.9.1	antisense
ENSG00000228040	RP3-522D1.2.1	pseudogene
ENSG00000228044	RP4-781K5.4.1	processed_transcript
ENSG00000228054	RANP5	pseudogene
ENSG00000228056	CFL1P3	pseudogene
ENSG00000228057	SEC63P1	pseudogene
ENSG00000228058	RP11-552D4.1.1	lincRNA
ENSG00000228060	RP11-15J6.1.1	antisense
ENSG00000228063	RP11-135J2.4.1	processed_transcript
ENSG00000228067	RP11-61J19.3.1	lincRNA
ENSG00000228076	RP11-475E11.2.1	pseudogene
ENSG00000228081	RP11-385M4.2.1	pseudogene
ENSG00000228084	RP5-884G6.2.1	antisense
ENSG00000228086	RP5-837M10.4.1	antisense
ENSG00000228105	RP3-340N1.6.1	lincRNA
ENSG00000228106	RP11-452F19.3.1	processed_transcript
ENSG00000228110	ST13P19	pseudogene
ENSG00000228121	PHBP3	pseudogene
ENSG00000228126	RP11-54A4.8.1	lincRNA
ENSG00000228127	RP11-12L8.1.1	lincRNA
ENSG00000228140	RP3-467K16.4.1	processed_transcript
ENSG00000228150	RP11-84A14.4.1	processed_transcript
ENSG00000228153	RP11-23I7.1.1	lincRNA
ENSG00000228155	AL589685.1	pseudogene
ENSG00000228167	RP11-489C13.1.1	pseudogene
ENSG00000228172	RP1-317E23.3.1	processed_transcript
ENSG00000228175	GEMIN8P4	pseudogene
ENSG00000228176	RP4-656G21.1.1	lincRNA
ENSG00000228187	RP11-363H12.1.1	pseudogene
ENSG00000228190	RP11-104D3.1.1	pseudogene
ENSG00000228191	RP11-345I18.6.1	pseudogene
ENSG00000228192	RP11-342M1.3.1	antisense
ENSG00000228196	PTPN2P1	pseudogene
ENSG00000228198	OR2M3	protein_coding
ENSG00000228208	C1orf143	protein_coding
ENSG00000228215	RP11-541F9.2.1	lincRNA
ENSG00000228217	AL390877.1.1	pseudogene
ENSG00000228229	RP11-219C24.10.1	antisense
ENSG00000228237	RP11-8J9.4.1	antisense
ENSG00000228238	GS1-304P7.2.1	pseudogene
ENSG00000228239	RP11-85G21.1.1	lincRNA
ENSG00000228247	UBBP2	pseudogene
ENSG00000228255	RP11-323I1.1.1	lincRNA
ENSG00000228264	RP11-350G8.7.1	pseudogene
ENSG00000228288	RP11-480I12.3.1	antisense
ENSG00000228289	RP4-640E24.1.1	pseudogene
ENSG00000228309	GS1-204I12.2.1	lincRNA
ENSG00000228327	RP11-206L10.2.1	processed_transcript
ENSG00000228336	OR9H1P	pseudogene
ENSG00000228338	RP5-845O24.8.1	lincRNA
ENSG00000228347	FTLP17	pseudogene
ENSG00000228348	RP11-181E22.1.1	pseudogene
ENSG00000228369	RP11-91A18.5.1	antisense
ENSG00000228382	ITPKB-IT1	sense_intronic
ENSG00000228394	BX248409.1	protein_coding
ENSG00000228397	RP1-224A6.3.1	lincRNA
ENSG00000228399	RP4-575N6.2.1	pseudogene
ENSG00000228407	RP4-800M22.1.1	pseudogene
ENSG00000228420	RP4-735C1.6.1	lincRNA
ENSG00000228423	RP4-633I8.4.1	lincRNA
ENSG00000228431	RP4-609E1.3.1	pseudogene
ENSG00000228436	RP5-864K19.4.1	antisense
ENSG00000228437	RP11-400N13.2.1	lincRNA
ENSG00000228449	RP11-177A2.4.1	antisense
